country_id,country,iso_code
607,Albania,ALB
608,Albania,ALB
609,Albania,ALB
610,Albania,ALB
611,Albania,ALB
612,Albania,ALB
613,Albania,ALB
614,Albania,ALB
615,Albania,ALB
616,Albania,ALB
617,Albania,ALB
618,Albania,ALB
619,Albania,ALB
620,Albania,ALB
621,Albania,ALB
622,Albania,ALB
623,Albania,ALB
624,Albania,ALB
625,Albania,ALB
626,Albania,ALB
627,Albania,ALB
628,Albania,ALB
629,Albania,ALB
630,Albania,ALB
631,Albania,ALB
632,Albania,ALB
633,Albania,ALB
634,Albania,ALB
635,Albania,ALB
636,Albania,ALB
637,Albania,ALB
638,Albania,ALB
639,Albania,ALB
640,Albania,ALB
641,Albania,ALB
642,Albania,ALB
643,Albania,ALB
644,Albania,ALB
645,Albania,ALB
646,Albania,ALB
647,Albania,ALB
648,Albania,ALB
649,Albania,ALB
650,Albania,ALB
651,Albania,ALB
652,Albania,ALB
653,Albania,ALB
654,Albania,ALB
655,Albania,ALB
656,Albania,ALB
657,Albania,ALB
658,Albania,ALB
659,Albania,ALB
660,Albania,ALB
661,Albania,ALB
662,Albania,ALB
663,Albania,ALB
664,Albania,ALB
665,Albania,ALB
666,Albania,ALB
667,Albania,ALB
668,Albania,ALB
669,Albania,ALB
670,Albania,ALB
671,Albania,ALB
672,Albania,ALB
673,Albania,ALB
674,Albania,ALB
675,Albania,ALB
676,Albania,ALB
677,Albania,ALB
678,Albania,ALB
679,Albania,ALB
680,Albania,ALB
681,Albania,ALB
682,Albania,ALB
683,Albania,ALB
684,Albania,ALB
685,Albania,ALB
686,Albania,ALB
687,Albania,ALB
688,Albania,ALB
689,Albania,ALB
690,Albania,ALB
691,Albania,ALB
692,Albania,ALB
693,Albania,ALB
694,Albania,ALB
695,Albania,ALB
696,Albania,ALB
697,Albania,ALB
698,Albania,ALB
699,Albania,ALB
700,Albania,ALB
701,Albania,ALB
702,Albania,ALB
703,Albania,ALB
704,Albania,ALB
705,Albania,ALB
706,Albania,ALB
707,Albania,ALB
708,Albania,ALB
709,Albania,ALB
710,Albania,ALB
711,Albania,ALB
712,Albania,ALB
713,Albania,ALB
714,Albania,ALB
715,Albania,ALB
716,Albania,ALB
717,Albania,ALB
718,Albania,ALB
719,Albania,ALB
720,Albania,ALB
721,Albania,ALB
722,Albania,ALB
723,Albania,ALB
724,Albania,ALB
725,Albania,ALB
726,Albania,ALB
727,Albania,ALB
728,Albania,ALB
729,Albania,ALB
730,Albania,ALB
731,Albania,ALB
732,Albania,ALB
733,Albania,ALB
734,Albania,ALB
735,Albania,ALB
736,Albania,ALB
737,Albania,ALB
738,Albania,ALB
739,Albania,ALB
740,Albania,ALB
741,Albania,ALB
742,Albania,ALB
743,Albania,ALB
744,Albania,ALB
745,Albania,ALB
746,Albania,ALB
747,Albania,ALB
748,Albania,ALB
749,Albania,ALB
750,Albania,ALB
751,Albania,ALB
752,Albania,ALB
753,Albania,ALB
754,Albania,ALB
755,Albania,ALB
756,Albania,ALB
757,Albania,ALB
758,Albania,ALB
759,Albania,ALB
760,Albania,ALB
761,Albania,ALB
762,Albania,ALB
763,Albania,ALB
764,Albania,ALB
765,Albania,ALB
766,Albania,ALB
767,Albania,ALB
768,Albania,ALB
769,Albania,ALB
770,Albania,ALB
771,Albania,ALB
772,Albania,ALB
773,Albania,ALB
774,Albania,ALB
775,Albania,ALB
776,Albania,ALB
777,Albania,ALB
778,Albania,ALB
779,Albania,ALB
780,Albania,ALB
781,Albania,ALB
782,Albania,ALB
783,Albania,ALB
784,Albania,ALB
785,Albania,ALB
786,Albania,ALB
787,Albania,ALB
788,Albania,ALB
789,Albania,ALB
790,Albania,ALB
791,Albania,ALB
792,Albania,ALB
793,Albania,ALB
794,Albania,ALB
795,Albania,ALB
796,Albania,ALB
797,Albania,ALB
798,Albania,ALB
799,Albania,ALB
800,Albania,ALB
801,Albania,ALB
802,Albania,ALB
803,Albania,ALB
804,Albania,ALB
805,Albania,ALB
806,Albania,ALB
807,Albania,ALB
808,Albania,ALB
809,Albania,ALB
810,Albania,ALB
811,Albania,ALB
812,Albania,ALB
813,Albania,ALB
814,Albania,ALB
815,Albania,ALB
816,Albania,ALB
817,Albania,ALB
818,Albania,ALB
819,Albania,ALB
820,Albania,ALB
821,Albania,ALB
822,Albania,ALB
823,Albania,ALB
824,Albania,ALB
825,Albania,ALB
826,Albania,ALB
827,Albania,ALB
828,Albania,ALB
829,Albania,ALB
830,Albania,ALB
831,Albania,ALB
832,Albania,ALB
833,Albania,ALB
834,Algeria,DZA
835,Algeria,DZA
836,Algeria,DZA
837,Algeria,DZA
838,Algeria,DZA
839,Algeria,DZA
840,Algeria,DZA
841,Algeria,DZA
842,Algeria,DZA
843,Algeria,DZA
844,Algeria,DZA
845,Algeria,DZA
846,Algeria,DZA
847,Algeria,DZA
848,Algeria,DZA
849,Algeria,DZA
850,Algeria,DZA
851,Algeria,DZA
852,Algeria,DZA
853,Algeria,DZA
854,Algeria,DZA
855,Algeria,DZA
856,Algeria,DZA
857,Algeria,DZA
858,Algeria,DZA
859,Algeria,DZA
860,Algeria,DZA
861,Algeria,DZA
862,Algeria,DZA
863,Algeria,DZA
864,Algeria,DZA
865,Algeria,DZA
866,Algeria,DZA
867,Algeria,DZA
868,Algeria,DZA
869,Algeria,DZA
870,Algeria,DZA
871,Algeria,DZA
872,Algeria,DZA
873,Algeria,DZA
874,Algeria,DZA
875,Algeria,DZA
876,Algeria,DZA
877,Algeria,DZA
878,Algeria,DZA
879,Algeria,DZA
880,Algeria,DZA
881,Algeria,DZA
882,Algeria,DZA
883,Algeria,DZA
884,Algeria,DZA
885,Algeria,DZA
886,Algeria,DZA
887,Algeria,DZA
888,Algeria,DZA
889,Algeria,DZA
890,Algeria,DZA
891,Algeria,DZA
892,Algeria,DZA
893,Algeria,DZA
894,Algeria,DZA
895,Algeria,DZA
896,Algeria,DZA
897,Algeria,DZA
898,Algeria,DZA
899,Algeria,DZA
900,Algeria,DZA
901,Algeria,DZA
902,Algeria,DZA
903,Algeria,DZA
904,Algeria,DZA
905,Algeria,DZA
906,Algeria,DZA
907,Algeria,DZA
908,Algeria,DZA
909,Algeria,DZA
910,Algeria,DZA
911,Algeria,DZA
912,Algeria,DZA
913,Algeria,DZA
914,Algeria,DZA
915,Algeria,DZA
916,Algeria,DZA
917,Algeria,DZA
918,Algeria,DZA
919,Algeria,DZA
920,Algeria,DZA
921,Algeria,DZA
922,Algeria,DZA
923,Algeria,DZA
924,Algeria,DZA
925,Algeria,DZA
926,Algeria,DZA
927,Algeria,DZA
928,Algeria,DZA
929,Algeria,DZA
930,Algeria,DZA
931,Algeria,DZA
932,Algeria,DZA
933,Algeria,DZA
934,Algeria,DZA
935,Algeria,DZA
936,Algeria,DZA
937,Algeria,DZA
938,Algeria,DZA
939,Algeria,DZA
940,Algeria,DZA
941,Algeria,DZA
942,Algeria,DZA
943,Algeria,DZA
944,Algeria,DZA
945,Algeria,DZA
946,Algeria,DZA
947,Algeria,DZA
948,Algeria,DZA
949,Algeria,DZA
950,Algeria,DZA
951,Algeria,DZA
952,Algeria,DZA
953,Algeria,DZA
954,Algeria,DZA
955,Algeria,DZA
956,Algeria,DZA
957,Algeria,DZA
958,Algeria,DZA
959,Algeria,DZA
960,Algeria,DZA
961,Algeria,DZA
962,Algeria,DZA
963,Algeria,DZA
964,Algeria,DZA
965,Algeria,DZA
966,Algeria,DZA
967,Algeria,DZA
968,Algeria,DZA
969,Algeria,DZA
970,Algeria,DZA
971,Algeria,DZA
972,Algeria,DZA
973,Algeria,DZA
974,Algeria,DZA
975,Algeria,DZA
976,Algeria,DZA
977,Algeria,DZA
978,Algeria,DZA
979,Algeria,DZA
980,Algeria,DZA
981,Algeria,DZA
982,Algeria,DZA
983,Algeria,DZA
984,Algeria,DZA
985,Algeria,DZA
986,Algeria,DZA
987,Algeria,DZA
988,Algeria,DZA
989,Algeria,DZA
990,Algeria,DZA
991,Algeria,DZA
992,Algeria,DZA
993,Algeria,DZA
994,Algeria,DZA
995,Algeria,DZA
996,Algeria,DZA
997,Algeria,DZA
998,Algeria,DZA
999,Algeria,DZA
1000,Algeria,DZA
1001,Algeria,DZA
1002,Algeria,DZA
1003,Algeria,DZA
1004,Algeria,DZA
1005,Algeria,DZA
1006,Algeria,DZA
1007,Algeria,DZA
1008,Algeria,DZA
1009,Algeria,DZA
1010,Algeria,DZA
1011,Algeria,DZA
1012,Algeria,DZA
1013,Algeria,DZA
1014,Algeria,DZA
1015,Algeria,DZA
1016,Algeria,DZA
1017,Algeria,DZA
1018,Algeria,DZA
1019,Algeria,DZA
1020,Algeria,DZA
1021,Algeria,DZA
1022,Algeria,DZA
1023,Algeria,DZA
1024,Algeria,DZA
1025,Algeria,DZA
1026,Algeria,DZA
1027,Algeria,DZA
1028,Algeria,DZA
1029,Algeria,DZA
1030,Algeria,DZA
1031,Algeria,DZA
1032,Algeria,DZA
1033,Algeria,DZA
1034,Algeria,DZA
1035,Algeria,DZA
1036,Algeria,DZA
1037,Algeria,DZA
1038,Algeria,DZA
1039,Algeria,DZA
1040,Algeria,DZA
1041,Algeria,DZA
1042,Algeria,DZA
1043,Algeria,DZA
1044,Algeria,DZA
1045,Algeria,DZA
1046,Algeria,DZA
1047,Algeria,DZA
1048,Algeria,DZA
1049,Algeria,DZA
1050,Algeria,DZA
1051,Algeria,DZA
1052,Algeria,DZA
1053,Algeria,DZA
1054,Algeria,DZA
1055,Algeria,DZA
1056,Algeria,DZA
1057,Algeria,DZA
1058,Algeria,DZA
1059,Algeria,DZA
1060,Algeria,DZA
1061,Algeria,DZA
1062,Algeria,DZA
1063,Algeria,DZA
1064,Algeria,DZA
1065,Algeria,DZA
1066,Algeria,DZA
1067,Algeria,DZA
1068,Algeria,DZA
1069,Algeria,DZA
1070,Algeria,DZA
1071,Algeria,DZA
1072,Algeria,DZA
1073,Algeria,DZA
1074,Algeria,DZA
1075,Algeria,DZA
1076,Algeria,DZA
1077,Algeria,DZA
1078,Algeria,DZA
1079,Algeria,DZA
1080,Algeria,DZA
1081,Algeria,DZA
1082,Algeria,DZA
1083,Algeria,DZA
1084,Algeria,DZA
1085,Algeria,DZA
1086,Algeria,DZA
1087,Algeria,DZA
1088,Algeria,DZA
1089,Algeria,DZA
1090,Algeria,DZA
1091,Algeria,DZA
1092,Algeria,DZA
1093,Algeria,DZA
1094,Algeria,DZA
1095,Algeria,DZA
1096,Algeria,DZA
1097,Algeria,DZA
1098,Algeria,DZA
1099,Algeria,DZA
1100,Algeria,DZA
1101,Algeria,DZA
1102,Algeria,DZA
1103,Algeria,DZA
1104,Algeria,DZA
1105,Algeria,DZA
1106,Algeria,DZA
1107,Algeria,DZA
1108,Algeria,DZA
1109,Algeria,DZA
1110,Algeria,DZA
1111,Algeria,DZA
1112,Algeria,DZA
1113,Algeria,DZA
1114,Algeria,DZA
1115,Algeria,DZA
1116,Algeria,DZA
1117,Algeria,DZA
1118,Algeria,DZA
1119,Algeria,DZA
1120,Algeria,DZA
1121,Algeria,DZA
1122,Algeria,DZA
1123,Algeria,DZA
1124,Algeria,DZA
1125,Algeria,DZA
1126,Algeria,DZA
1127,Algeria,DZA
1128,Algeria,DZA
1129,Algeria,DZA
1130,Algeria,DZA
1131,Algeria,DZA
1132,Algeria,DZA
1133,Algeria,DZA
1134,Algeria,DZA
1135,Algeria,DZA
1136,Algeria,DZA
1137,Algeria,DZA
1138,Algeria,DZA
1139,Algeria,DZA
1140,Algeria,DZA
1141,Algeria,DZA
1142,Algeria,DZA
1143,Algeria,DZA
1144,Algeria,DZA
1145,Algeria,DZA
1146,Algeria,DZA
1147,Algeria,DZA
1148,Algeria,DZA
1149,Algeria,DZA
1150,Algeria,DZA
1151,Algeria,DZA
1152,Algeria,DZA
1153,Algeria,DZA
1154,Algeria,DZA
1155,Algeria,DZA
1156,Algeria,DZA
1157,Algeria,DZA
1158,Algeria,DZA
1159,Algeria,DZA
1160,Algeria,DZA
1161,Algeria,DZA
1162,Algeria,DZA
1163,Algeria,DZA
1164,Algeria,DZA
1165,Algeria,DZA
1166,Algeria,DZA
1167,Algeria,DZA
1168,Algeria,DZA
1169,Algeria,DZA
1170,Algeria,DZA
1171,Algeria,DZA
1172,Algeria,DZA
1173,Algeria,DZA
1174,Algeria,DZA
1175,Algeria,DZA
1176,Algeria,DZA
1177,Algeria,DZA
1178,Algeria,DZA
1179,Algeria,DZA
1180,Algeria,DZA
1181,Algeria,DZA
1182,Algeria,DZA
1183,Algeria,DZA
1184,Algeria,DZA
1185,Algeria,DZA
1186,Algeria,DZA
1187,Algeria,DZA
1188,Algeria,DZA
1189,Algeria,DZA
1190,Algeria,DZA
1191,Algeria,DZA
1192,Algeria,DZA
1193,Algeria,DZA
1194,Algeria,DZA
1195,Algeria,DZA
1196,Algeria,DZA
1197,Algeria,DZA
1198,Algeria,DZA
1199,Algeria,DZA
1200,Algeria,DZA
1201,Algeria,DZA
1202,Algeria,DZA
1203,Algeria,DZA
1204,Algeria,DZA
1205,Algeria,DZA
1206,Algeria,DZA
1207,Algeria,DZA
1208,Algeria,DZA
1209,Algeria,DZA
1210,Algeria,DZA
1211,Algeria,DZA
1212,Algeria,DZA
1213,Algeria,DZA
1214,Algeria,DZA
1215,Algeria,DZA
1216,Algeria,DZA
1217,Algeria,DZA
1218,Algeria,DZA
1219,Algeria,DZA
