date_ID,date
259,2021-11-07
260,2021-11-08
261,2021-11-09
262,2021-11-10
263,2021-11-11
264,2021-11-12
265,2021-11-13
266,2021-11-14
267,2021-11-15
268,2021-11-16
269,2021-11-17
270,2021-11-18
271,2021-11-19
272,2021-11-20
273,2021-11-21
274,2021-11-22
275,2021-11-23
276,2021-11-24
277,2021-11-25
278,2021-11-26
279,2021-11-27
280,2021-11-28
281,2021-11-29
282,2021-11-30
283,2021-12-01
284,2021-12-02
285,2021-12-03
286,2021-12-04
287,2021-12-05
288,2021-12-06
289,2021-12-07
290,2021-12-08
291,2021-12-09
292,2021-12-10
293,2021-12-11
294,2021-12-12
295,2021-12-13
296,2021-12-14
297,2021-12-15
298,2021-12-16
299,2021-12-17
300,2021-12-18
301,2021-12-19
302,2021-12-20
303,2021-12-21
304,2021-12-22
305,2021-12-23
306,2021-12-24
307,2021-12-25
308,2021-12-26
309,2021-12-27
310,2021-12-28
311,2021-12-29
312,2021-12-30
313,2021-12-31
314,2022-01-01
315,2022-01-02
316,2022-01-03
317,2022-01-04
318,2022-01-05
319,2022-01-06
320,2022-01-07
321,2022-01-08
322,2022-01-09
323,2022-01-10
324,2022-01-11
325,2022-01-12
326,2022-01-13
327,2022-01-14
328,2022-01-15
329,2022-01-16
330,2022-01-17
331,2022-01-18
332,2022-01-19
333,2022-01-20
334,2022-01-21
335,2022-01-22
336,2022-01-23
337,2022-01-24
338,2022-01-25
339,2022-01-26
340,2022-01-27
341,2022-01-28
342,2022-01-29
343,2022-01-30
344,2022-01-31
345,2022-02-01
346,2022-02-02
347,2022-02-03
348,2022-02-04
349,2022-02-05
350,2022-02-06
351,2022-02-07
352,2022-02-08
353,2022-02-09
354,2022-02-10
355,2022-02-11
356,2022-02-12
357,2022-02-13
358,2022-02-14
359,2022-02-15
360,2022-02-16
361,2022-02-17
362,2022-02-18
363,2022-02-19
364,2022-02-20
365,2022-02-21
366,2022-02-22
367,2022-02-23
368,2022-02-24
369,2022-02-25
370,2022-02-26
371,2022-02-27
372,2022-02-28
373,2022-03-01
374,2022-03-02
375,2022-03-03
376,2022-03-04
377,2022-03-05
378,2022-03-06
379,2022-03-07
380,2022-03-08
381,2022-03-09
382,2022-03-10
383,2022-03-11
384,2022-03-12
385,2022-03-13
386,2022-03-14
387,2022-03-15
388,2022-03-16
389,2022-03-17
390,2022-03-18
391,2022-03-19
392,2022-03-20
393,2022-03-21
394,2022-03-22
395,2021-01-10
396,2021-01-11
397,2021-01-12
398,2021-01-13
399,2021-01-14
400,2021-01-15
401,2021-01-16
402,2021-01-17
403,2021-01-18
404,2021-01-19
405,2021-01-20
406,2021-01-21
407,2021-01-22
408,2021-01-23
409,2021-01-24
410,2021-01-25
411,2021-01-26
412,2021-01-27
413,2021-01-28
414,2021-01-29
415,2021-01-30
416,2021-01-31
417,2021-02-01
418,2021-02-02
419,2021-02-03
420,2021-02-04
421,2021-02-05
422,2021-02-06
423,2021-02-07
424,2021-02-08
425,2021-02-09
426,2021-02-10
427,2021-02-11
428,2021-02-12
429,2021-02-13
430,2021-02-14
431,2021-02-15
432,2021-02-16
433,2021-02-17
434,2021-02-18
435,2021-02-19
436,2021-02-20
437,2021-02-21
438,2021-02-22
439,2021-02-23
440,2021-02-24
441,2021-02-25
442,2021-02-26
443,2021-02-27
444,2021-02-28
445,2021-03-01
446,2021-03-02
447,2021-03-03
448,2021-03-04
449,2021-03-05
450,2021-03-06
451,2021-03-07
452,2021-03-08
453,2021-03-09
454,2021-03-10
455,2021-03-11
456,2021-03-12
457,2021-03-13
458,2021-03-14
459,2021-03-15
460,2021-03-16
461,2021-03-17
462,2021-03-18
463,2021-03-19
464,2021-03-20
465,2021-03-21
466,2021-03-22
467,2021-03-23
468,2021-03-24
469,2021-03-25
470,2021-03-26
471,2021-03-27
472,2021-03-28
473,2021-03-29
474,2021-03-30
475,2021-03-31
476,2021-04-01
477,2021-04-02
478,2021-04-03
479,2021-04-04
480,2021-04-05
481,2021-04-06
482,2021-04-07
483,2021-04-08
484,2021-04-09
485,2021-04-10
486,2021-04-11
487,2021-04-12
488,2021-04-13
489,2021-04-14
490,2021-04-15
491,2021-04-16
492,2021-04-17
493,2021-04-18
494,2021-04-19
495,2021-04-20
496,2021-04-21
497,2021-04-22
498,2021-04-23
499,2021-04-24
500,2021-04-25
501,2021-04-26
502,2021-04-27
503,2021-04-28
504,2021-04-29
505,2021-04-30
506,2021-05-01
507,2021-05-02
508,2021-05-03
509,2021-05-04
510,2021-05-05
511,2021-05-06
512,2021-05-07
513,2021-05-08
514,2021-05-09
515,2021-05-10
516,2021-05-11
517,2021-05-12
518,2021-05-13
519,2021-05-14
520,2021-05-15
521,2021-05-16
522,2021-05-17
523,2021-05-18
524,2021-05-19
525,2021-05-20
526,2021-05-21
527,2021-05-22
528,2021-05-23
529,2021-05-24
530,2021-05-25
531,2021-05-26
532,2021-05-27
533,2021-05-28
534,2021-05-29
535,2021-05-30
536,2021-05-31
537,2021-06-01
538,2021-06-02
539,2021-06-03
540,2021-06-04
541,2021-06-05
542,2021-06-06
543,2021-06-07
544,2021-06-08
545,2021-06-09
546,2021-06-10
547,2021-06-11
548,2021-06-12
549,2021-06-13
550,2021-06-14
551,2021-06-15
552,2021-06-16
553,2021-06-17
554,2021-06-18
555,2021-06-19
556,2021-06-20
557,2021-06-21
558,2021-06-22
559,2021-06-23
560,2021-06-24
561,2021-06-25
562,2021-06-26
563,2021-06-27
564,2021-06-28
565,2021-06-29
566,2021-06-30
567,2021-07-01
568,2021-07-02
569,2021-07-03
570,2021-07-04
571,2021-07-05
572,2021-07-06
573,2021-07-07
574,2021-07-08
575,2021-07-09
576,2021-07-10
577,2021-07-11
578,2021-07-12
579,2021-07-13
580,2021-07-14
581,2021-07-15
582,2021-07-16
583,2021-07-17
584,2021-07-18
585,2021-07-19
586,2021-07-20
587,2021-07-21
588,2021-07-22
589,2021-07-23
590,2021-07-24
591,2021-07-25
592,2021-07-26
593,2021-07-27
594,2021-07-28
595,2021-07-29
596,2021-07-30
597,2021-07-31
598,2021-08-01
599,2021-08-02
600,2021-08-03
601,2021-08-04
602,2021-08-05
603,2021-08-06
604,2021-08-07
605,2021-08-08
606,2021-08-09
607,2021-08-10
608,2021-08-11
609,2021-08-12
610,2021-08-13
611,2021-08-14
612,2021-08-15
613,2021-08-16
614,2021-08-17
615,2021-08-18
616,2021-08-19
617,2021-08-20
618,2021-08-21
619,2021-08-22
620,2021-08-23
621,2021-08-24
622,2021-08-25
623,2021-08-26
624,2021-08-27
625,2021-08-28
626,2021-08-29
627,2021-08-30
628,2021-08-31
629,2021-09-01
630,2021-09-02
631,2021-09-03
632,2021-09-04
633,2021-09-05
634,2021-09-06
635,2021-09-07
636,2021-09-08
637,2021-09-09
638,2021-09-10
639,2021-09-11
640,2021-09-12
641,2021-09-13
642,2021-09-14
643,2021-09-15
644,2021-09-16
645,2021-09-17
646,2021-09-18
647,2021-09-19
648,2021-09-20
649,2021-09-21
650,2021-09-22
651,2021-09-23
652,2021-09-24
653,2021-09-25
654,2021-09-26
655,2021-09-27
656,2021-09-28
657,2021-09-29
658,2021-09-30
659,2021-10-01
660,2021-10-02
661,2021-10-03
662,2021-10-04
663,2021-10-05
664,2021-10-06
665,2021-10-07
666,2021-10-08
667,2021-10-09
668,2021-10-10
669,2021-10-11
670,2021-10-12
671,2021-10-13
672,2021-10-14
673,2021-10-15
674,2021-10-16
675,2021-10-17
676,2021-10-18
677,2021-10-19
678,2021-10-20
679,2021-10-21
680,2021-10-22
681,2021-10-23
682,2021-10-24
683,2021-10-25
684,2021-10-26
685,2021-10-27
686,2021-10-28
687,2021-10-29
688,2021-10-30
689,2021-10-31
690,2021-11-01
691,2021-11-02
692,2021-11-03
693,2021-11-04
694,2021-11-05
695,2021-11-06
696,2021-11-07
697,2021-11-08
698,2021-11-09
699,2021-11-10
700,2021-11-11
701,2021-11-12
702,2021-11-13
703,2021-11-14
704,2021-11-15
705,2021-11-16
706,2021-11-17
707,2021-11-18
708,2021-11-19
709,2021-11-20
710,2021-11-21
711,2021-11-22
712,2021-11-23
713,2021-11-24
714,2021-11-25
715,2021-11-26
716,2021-11-27
717,2021-11-28
718,2021-11-29
719,2021-11-30
720,2021-12-01
721,2021-12-02
722,2021-12-03
723,2021-12-04
724,2021-12-05
725,2021-12-06
726,2021-12-07
727,2021-12-08
728,2021-12-09
729,2021-12-10
730,2021-12-11
731,2021-12-12
732,2021-12-13
733,2021-12-14
734,2021-12-15
735,2021-12-16
736,2021-12-17
737,2021-12-18
738,2021-12-19
739,2021-12-20
740,2021-12-21
741,2021-12-22
742,2021-12-23
743,2021-12-24
744,2021-12-25
745,2021-12-26
746,2021-12-27
747,2021-12-28
748,2021-12-29
749,2021-12-30
750,2021-12-31
751,2022-01-01
752,2022-01-02
753,2022-01-03
754,2022-01-04
755,2022-01-05
756,2022-01-06
757,2022-01-07
758,2022-01-08
759,2022-01-09
760,2022-01-10
761,2022-01-11
762,2022-01-12
763,2022-01-13
764,2022-01-14
765,2022-01-15
766,2022-01-16
767,2022-01-17
768,2022-01-18
769,2022-01-19
770,2022-01-20
771,2022-01-21
772,2022-01-22
773,2022-01-23
774,2022-01-24
775,2022-01-25
776,2022-01-26
777,2022-01-27
778,2022-01-28
779,2022-01-29
780,2022-01-30
781,2022-01-31
782,2022-02-01
783,2022-02-02
784,2022-02-03
785,2022-02-04
786,2022-02-05
787,2022-02-06
788,2022-02-07
789,2022-02-08
790,2022-02-09
791,2022-02-10
792,2022-02-11
793,2022-02-12
794,2022-02-13
795,2022-02-14
796,2022-02-15
797,2022-02-16
798,2022-02-17
799,2022-02-18
800,2022-02-19
801,2022-02-20
802,2022-02-21
803,2022-02-22
804,2022-02-23
805,2022-02-24
806,2022-02-25
807,2022-02-26
808,2022-02-27
809,2022-02-28
810,2022-03-01
811,2022-03-02
812,2022-03-03
813,2022-03-04
814,2022-03-05
815,2022-03-06
816,2022-03-07
817,2022-03-08
818,2022-03-09
819,2022-03-10
820,2022-03-11
821,2022-03-12
822,2022-03-13
823,2022-03-14
824,2022-03-15
825,2022-03-16
826,2022-03-17
827,2022-03-18
828,2022-03-19
829,2022-03-20
830,2022-03-21
831,2022-03-22
832,2022-03-23
833,2022-03-24
834,2021-01-29
835,2021-01-30
836,2021-01-31
837,2021-02-01
838,2021-02-02
839,2021-02-03
840,2021-02-04
841,2021-02-05
842,2021-02-06
843,2021-02-07
844,2021-02-08
845,2021-02-09
846,2021-02-10
847,2021-02-11
848,2021-02-12
849,2021-02-13
850,2021-02-14
851,2021-02-15
852,2021-02-16
853,2021-02-17
854,2021-02-18
855,2021-02-19
856,2021-02-20
857,2021-02-21
858,2021-02-22
859,2021-02-23
860,2021-02-24
861,2021-02-25
862,2021-02-26
863,2021-02-27
864,2021-02-28
865,2021-03-01
866,2021-03-02
867,2021-03-03
868,2021-03-04
869,2021-03-05
870,2021-03-06
871,2021-03-07
872,2021-03-08
873,2021-03-09
874,2021-03-10
875,2021-03-11
876,2021-03-12
877,2021-03-13
878,2021-03-14
879,2021-03-15
880,2021-03-16
881,2021-03-17
882,2021-03-18
883,2021-03-19
884,2021-03-20
885,2021-03-21
886,2021-03-22
887,2021-03-23
888,2021-03-24
889,2021-03-25
890,2021-03-26
891,2021-03-27
892,2021-03-28
893,2021-03-29
894,2021-03-30
895,2021-03-31
896,2021-04-01
897,2021-04-02
898,2021-04-03
899,2021-04-04
900,2021-04-05
901,2021-04-06
902,2021-04-07
903,2021-04-08
904,2021-04-09
905,2021-04-10
906,2021-04-11
907,2021-04-12
908,2021-04-13
909,2021-04-14
910,2021-04-15
911,2021-04-16
912,2021-04-17
913,2021-04-18
914,2021-04-19
915,2021-04-20
916,2021-04-21
917,2021-04-22
918,2021-04-23
919,2021-04-24
920,2021-04-25
921,2021-04-26
922,2021-04-27
923,2021-04-28
924,2021-04-29
925,2021-04-30
926,2021-05-01
927,2021-05-02
928,2021-05-03
929,2021-05-04
930,2021-05-05
931,2021-05-06
932,2021-05-07
933,2021-05-08
934,2021-05-09
935,2021-05-10
936,2021-05-11
937,2021-05-12
938,2021-05-13
939,2021-05-14
940,2021-05-15
941,2021-05-16
942,2021-05-17
943,2021-05-18
944,2021-05-19
945,2021-05-20
946,2021-05-21
947,2021-05-22
948,2021-05-23
949,2021-05-24
950,2021-05-25
951,2021-05-26
952,2021-05-27
953,2021-05-28
954,2021-05-29
955,2021-05-30
956,2021-05-31
957,2021-06-01
958,2021-06-02
959,2021-06-03
960,2021-06-04
961,2021-06-05
962,2021-06-06
963,2021-06-07
964,2021-06-08
965,2021-06-09
966,2021-06-10
967,2021-06-11
968,2021-06-12
969,2021-06-13
970,2021-06-14
971,2021-06-15
972,2021-06-16
973,2021-06-17
974,2021-06-18
975,2021-06-19
976,2021-06-20
977,2021-06-21
978,2021-06-22
979,2021-06-23
980,2021-06-24
981,2021-06-25
982,2021-06-26
983,2021-06-27
984,2021-06-28
985,2021-06-29
986,2021-06-30
987,2021-07-01
988,2021-07-02
989,2021-07-03
990,2021-07-04
991,2021-07-05
992,2021-07-06
993,2021-07-07
994,2021-07-08
995,2021-07-09
996,2021-07-10
997,2021-07-11
998,2021-07-12
999,2021-07-13
1000,2021-07-14
1001,2021-07-15
1002,2021-07-16
1003,2021-07-17
1004,2021-07-18
1005,2021-07-19
1006,2021-07-20
1007,2021-07-21
1008,2021-07-22
1009,2021-07-23
1010,2021-07-24
1011,2021-07-25
1012,2021-07-26
1013,2021-07-27
1014,2021-07-28
1015,2021-07-29
1016,2021-07-30
1017,2021-07-31
1018,2021-08-01
1019,2021-08-02
1020,2021-08-03
1021,2021-08-04
1022,2021-08-05
1023,2021-08-06
1024,2021-08-07
1025,2021-08-08
1026,2021-08-09
1027,2021-08-10
1028,2021-08-11
1029,2021-08-12
1030,2021-08-13
1031,2021-08-14
1032,2021-08-15
1033,2021-08-16
1034,2021-08-17
1035,2021-08-18
1036,2021-08-19
1037,2021-08-20
1038,2021-08-21
1039,2021-08-22
1040,2021-08-23
1041,2021-08-24
1042,2021-08-25
1043,2021-08-26
1044,2021-08-27
1045,2021-08-28
1046,2021-08-29
1047,2021-08-30
1048,2021-08-31
1049,2021-09-01
1050,2021-09-02
1051,2021-09-03
1052,2021-09-04
1053,2021-09-05
1054,2021-09-06
1055,2021-09-07
1056,2021-09-08
1057,2021-09-09
1058,2021-09-10
1059,2021-09-11
1060,2021-09-12
1061,2021-09-13
1062,2021-09-14
1063,2021-09-15
1064,2021-09-16
1065,2021-09-17
1066,2021-09-18
1067,2021-09-19
1068,2021-09-20
1069,2021-09-21
1070,2021-09-22
1071,2021-09-23
1072,2021-09-24
1073,2021-09-25
1074,2021-09-26
1075,2021-09-27
1076,2021-09-28
1077,2021-09-29
1078,2021-09-30
1079,2021-10-01
1080,2021-10-02
1081,2021-10-03
1082,2021-10-04
1083,2021-10-05
1084,2021-10-06
1085,2021-10-07
1086,2021-10-08
1087,2021-10-09
1088,2021-10-10
1089,2021-10-11
1090,2021-10-12
1091,2021-10-13
1092,2021-10-14
1093,2021-10-15
1094,2021-10-16
1095,2021-10-17
1096,2021-10-18
1097,2021-10-19
1098,2021-10-20
1099,2021-10-21
1100,2021-10-22
1101,2021-10-23
1102,2021-10-24
1103,2021-10-25
1104,2021-10-26
1105,2021-10-27
1106,2021-10-28
1107,2021-10-29
1108,2021-10-30
1109,2021-10-31
1110,2021-11-01
1111,2021-11-02
1112,2021-11-03
1113,2021-11-04
1114,2021-11-05
1115,2021-11-06
1116,2021-11-07
1117,2021-11-08
1118,2021-11-09
1119,2021-11-10
1120,2021-11-11
1121,2021-11-12
1122,2021-11-13
1123,2021-11-14
1124,2021-11-15
1125,2021-11-16
1126,2021-11-17
1127,2021-11-18
1128,2021-11-19
1129,2021-11-20
1130,2021-11-21
1131,2021-11-22
1132,2021-11-23
1133,2021-11-24
1134,2021-11-25
1135,2021-11-26
1136,2021-11-27
1137,2021-11-28
1138,2021-11-29
1139,2021-11-30
1140,2021-12-01
1141,2021-12-02
1142,2021-12-03
1143,2021-12-04
1144,2021-12-05
1145,2021-12-06
1146,2021-12-07
1147,2021-12-08
1148,2021-12-09
1149,2021-12-10
1150,2021-12-11
1151,2021-12-12
1152,2021-12-13
1153,2021-12-14
1154,2021-12-15
1155,2021-12-16
1156,2021-12-17
1157,2021-12-18
1158,2021-12-19
1159,2021-12-20
1160,2021-12-21
1161,2021-12-22
1162,2021-12-23
1163,2021-12-24
1164,2021-12-25
1165,2021-12-26
1166,2021-12-27
1167,2021-12-28
1168,2021-12-29
1169,2021-12-30
1170,2021-12-31
1171,2022-01-01
1172,2022-01-02
1173,2022-01-03
1174,2022-01-04
1175,2022-01-05
1176,2022-01-06
1177,2022-01-07
1178,2022-01-08
1179,2022-01-09
1180,2022-01-10
1181,2022-01-11
1182,2022-01-12
1183,2022-01-13
1184,2022-01-14
1185,2022-01-15
1186,2022-01-16
1187,2022-01-17
1188,2022-01-18
1189,2022-01-19
1190,2022-01-20
1191,2022-01-21
1192,2022-01-22
1193,2022-01-23
1194,2022-01-24
1195,2022-01-25
1196,2022-01-26
1197,2022-01-27
1198,2022-01-28
1199,2022-01-29
1200,2022-01-30
1201,2022-01-31
1202,2022-02-01
1203,2022-02-02
1204,2022-02-03
1205,2022-02-04
1206,2022-02-05
1207,2022-02-06
1208,2022-02-07
1209,2022-02-08
1210,2022-02-09
1211,2022-02-10
1212,2022-02-11
1213,2022-02-12
1214,2022-02-13
1215,2022-02-14
1216,2022-02-15
1217,2022-02-16
1218,2022-02-17
1219,2022-02-18
1220,2022-02-19
1221,2022-02-20
1222,2022-02-21
1223,2022-02-22
1224,2022-02-23
1225,2022-02-24
1226,2022-02-25
1227,2022-02-26
1228,2022-02-27
1229,2022-02-28
1230,2022-03-01
1231,2022-03-02
1232,2022-03-03
1233,2022-03-04
1234,2022-03-05
1235,2022-03-06
1236,2022-03-07
1237,2022-03-08
1238,2022-03-09
1239,2021-01-25
1240,2021-01-26
1241,2021-01-27
1242,2021-01-28
1243,2021-01-29
1244,2021-01-30
1245,2021-01-31
1246,2021-02-01
1247,2021-02-02
1248,2021-02-03
1249,2021-02-04
1250,2021-02-05
1251,2021-02-06
1252,2021-02-07
1253,2021-02-08
1254,2021-02-09
1255,2021-02-10
1256,2021-02-11
1257,2021-02-12
1258,2021-02-13
1259,2021-02-14
1260,2021-02-15
1261,2021-02-16
1262,2021-02-17
1263,2021-02-18
1264,2021-02-19
1265,2021-02-20
1266,2021-02-21
1267,2021-02-22
1268,2021-02-23
1269,2021-02-24
1270,2021-02-25
1271,2021-02-26
1272,2021-02-27
1273,2021-02-28
1274,2021-03-01
1275,2021-03-02
1276,2021-03-03
1277,2021-03-04
1278,2021-03-05
1279,2021-03-06
1280,2021-03-07
1281,2021-03-08
1282,2021-03-09
1283,2021-03-10
1284,2021-03-11
1285,2021-03-12
1286,2021-03-13
1287,2021-03-14
1288,2021-03-15
1289,2021-03-16
1290,2021-03-17
1291,2021-03-18
1292,2021-03-19
1293,2021-03-20
1294,2021-03-21
1295,2021-03-22
1296,2021-03-23
1297,2021-03-24
1298,2021-03-25
1299,2021-03-26
1300,2021-03-27
1301,2021-03-28
1302,2021-03-29
1303,2021-03-30
1304,2021-03-31
1305,2021-04-01
1306,2021-04-02
1307,2021-04-03
1308,2021-04-04
1309,2021-04-05
1310,2021-04-06
1311,2021-04-07
1312,2021-04-08
1313,2021-04-09
1314,2021-04-10
1315,2021-04-11
1316,2021-04-12
1317,2021-04-13
1318,2021-04-14
1319,2021-04-15
1320,2021-04-16
1321,2021-04-17
1322,2021-04-18
1323,2021-04-19
1324,2021-04-20
1325,2021-04-21
1326,2021-04-22
1327,2021-04-23
1328,2021-04-24
1329,2021-04-25
1330,2021-04-26
1331,2021-04-27
1332,2021-04-28
1333,2021-04-29
1334,2021-04-30
1335,2021-05-01
1336,2021-05-02
1337,2021-05-03
1338,2021-05-04
1339,2021-05-05
1340,2021-05-06
1341,2021-05-07
1342,2021-05-08
1343,2021-05-09
1344,2021-05-10
1345,2021-05-11
1346,2021-05-12
1347,2021-05-13
1348,2021-05-14
1349,2021-05-15
1350,2021-05-16
1351,2021-05-17
1352,2021-05-18
1353,2021-05-19
1354,2021-05-20
1355,2021-05-21
1356,2021-05-22
1357,2021-05-23
1358,2021-05-24
1359,2021-05-25
1360,2021-05-26
1361,2021-05-27
1362,2021-05-28
1363,2021-05-29
1364,2021-05-30
1365,2021-05-31
1366,2021-06-01
1367,2021-06-02
1368,2021-06-03
1369,2021-06-04
1370,2021-06-05
1371,2021-06-06
1372,2021-06-07
1373,2021-06-08
1374,2021-06-09
1375,2021-06-10
1376,2021-06-11
1377,2021-06-12
1378,2021-06-13
1379,2021-06-14
1380,2021-06-15
1381,2021-06-16
1382,2021-06-17
1383,2021-06-18
1384,2021-06-19
1385,2021-06-20
1386,2021-06-21
1387,2021-06-22
1388,2021-06-23
1389,2021-06-24
1390,2021-06-25
1391,2021-06-26
1392,2021-06-27
1393,2021-06-28
1394,2021-06-29
1395,2021-06-30
1396,2021-07-01
1397,2021-07-02
1398,2021-07-03
1399,2021-07-04
1400,2021-07-05
1401,2021-07-06
1402,2021-07-07
1403,2021-07-08
1404,2021-07-09
1405,2021-07-10
1406,2021-07-11
1407,2021-07-12
1408,2021-07-13
1409,2021-07-14
1410,2021-07-15
1411,2021-07-16
1412,2021-07-17
1413,2021-07-18
1414,2021-07-19
1415,2021-07-20
1416,2021-07-21
1417,2021-07-22
1418,2021-07-23
1419,2021-07-24
1420,2021-07-25
1421,2021-07-26
1422,2021-07-27
1423,2021-07-28
1424,2021-07-29
1425,2021-07-30
1426,2021-07-31
1427,2021-08-01
1428,2021-08-02
1429,2021-08-03
1430,2021-08-04
1431,2021-08-05
1432,2021-08-06
1433,2021-08-07
1434,2021-08-08
1435,2021-08-09
1436,2021-08-10
1437,2021-08-11
1438,2021-08-12
1439,2021-08-13
1440,2021-08-14
1441,2021-08-15
1442,2021-08-16
1443,2021-08-17
1444,2021-08-18
1445,2021-08-19
1446,2021-08-20
1447,2021-08-21
1448,2021-08-22
1449,2021-08-23
1450,2021-08-24
1451,2021-08-25
1452,2021-08-26
1453,2021-08-27
1454,2021-08-28
1455,2021-08-29
1456,2021-08-30
1457,2021-08-31
1458,2021-09-01
1459,2021-09-02
1460,2021-09-03
1461,2021-09-04
1462,2021-09-05
1463,2021-09-06
1464,2021-09-07
1465,2021-09-08
1466,2021-09-09
1467,2021-09-10
1468,2021-09-11
1469,2021-09-12
1470,2021-09-13
1471,2021-09-14
1472,2021-09-15
1473,2021-09-16
1474,2021-09-17
1475,2021-09-18
1476,2021-09-19
1477,2021-09-20
1478,2021-09-21
1479,2021-09-22
1480,2021-09-23
1481,2021-09-24
1482,2021-09-25
1483,2021-09-26
1484,2021-09-27
1485,2021-09-28
1486,2021-09-29
1487,2021-09-30
1488,2021-10-01
1489,2021-10-02
1490,2021-10-03
1491,2021-10-04
1492,2021-10-05
1493,2021-10-06
1494,2021-10-07
1495,2021-10-08
1496,2021-10-09
1497,2021-10-10
1498,2021-10-11
